Rank,Country/Territory,Name,Date,Points Accumulated
44,INA,Hafiz Faizal,2021-03-30,"1,670"
44,SCO,Adam Hall,2021-03-30,"1,670"
44,INA,Adnan Maulana,2021-03-30,"1,670"
44,CAN,Joshua Hurlburt-Yu,2021-03-30,"1,670"
44,NED,Ties Van Der Lecq,2021-03-30,"1,670"
49,DEN,Kristian Kræmer,2021-03-30,"1,290"
49,GER,Marvin Datko,2021-03-30,"1,290"
49,GER,Johannes Pistorius,2021-03-30,"1,290"
49,DOM,Cesar Adonis Brito Gonzalez,2021-03-30,"1,290"
49,AUT,Dominik Stipsits,2021-03-30,"1,290"
49,BUL,Iliyan Stoynov,2021-03-30,"1,290"
49,DEN,Andreas Søndergaard,2021-03-30,"1,290"
49,DEN,Jesper Toft,2021-03-30,"1,290"
1,JPN,Yuta Watanabe,2021-11-09,"35,000"
2,DEN,Niclas Nohr,2021-11-09,"31,260"
3,DEN,Mathias Christiansen,2021-11-09,"27,820"
4,THA,Dechapol Puavaranukroh,2021-11-09,"27,100"
5,ENG,Marcus Ellis,2021-11-09,"26,020"
6,MAS,Tan Kian Meng,2021-11-09,"24,640"
7,INA,Rinov Rivaldy,2021-11-09,"23,630"
8,MAS,Chan Peng Soon,2021-11-09,"23,520"
9,INA,Praveen Jordan,2021-11-09,"22,250"
10,MAS,Goh Soon Huat,2021-11-09,"21,300"
11,DEN,Mikkel Mikkelsen,2021-11-09,"18,610"
12,FRA,Thom Gicquel,2021-11-09,"18,400"
13,JPN,Yuki Kaneko,2021-11-09,"17,520"
14,MAS,Chen Tang Jie,2021-11-09,"17,170"
15,DEN,Jeppe Bay,2021-11-09,"17,120"
16,HKG,Tang Chun Man,2021-11-09,"16,520"
17,MAS,Hoo Pang Ron,2021-11-09,"15,590"
18,THA,Supak Jomkoh,2021-11-09,"15,470"
19,NED,Robin Tabeling,2021-11-09,"14,210"
20,IND,Satwiksairaj Rankireddy,2021-11-09,"14,170"
21,DEN,Mathias Thyrri,2021-11-09,"12,290"
22,RUS,Rodion Alimov,2021-11-09,"11,870"
23,SCO,Adam Hall,2021-11-09,"11,790"
24,ENG,Callum Hemming,2021-11-09,"11,730"
25,GER,Mark Lamsfuss,2021-11-09,"11,550"
26,TPE,Lee Jhe-Huei,2021-11-09,"11,480"
27,INA,Hafiz Faizal,2021-11-09,"9,710"
28,HKG,Chang Tak Ching,2021-11-09,"9,680"
29,NZL,Oliver Leydon-Davis,2021-11-09,"9,580"
30,TPE,Yang Po-Hsuan,2021-11-09,"9,260"
31,IRL,Sam Magee,2021-11-09,"8,840"
32,CHN,Wang Yi Lyu,2021-11-09,"8,400"
33,INA,Adnan Maulana,2021-11-09,"8,270"
34,GER,Patrick Volkmann,2021-11-09,"7,550"
34,DEN,Rasmus Espersen,2021-11-09,"7,550"
36,IND,Dhruv Kapila,2021-11-09,"7,460"
36,KOR,Ko Sung Hyun,2021-11-09,"7,460"
38,IRL,Paul Reynolds,2021-11-09,"7,040"
39,IND,Pranaav Jerry Chopra,2021-11-09,"6,780"
39,ENG,Callum Hemming,2021-11-09,"6,780"
41,INA,Zachariah Josiahno Sumanti,2021-11-09,"6,600"
42,CHN,Feng Yan Zhe,2021-11-09,"6,600"
43,THA,Nipitphon Phuangphuapet,2021-11-09,"6,470"
44,FRA,Eloi Adam,2021-11-09,"6,340"
45,ENG,Steven Stallwood,2021-11-09,"6,090"
46,FRA,Ronan Labar,2021-11-09,"5,750"
47,NED,Ruben Jille,2021-11-09,"4,900"
48,FRA,Ronan Labar,2021-11-09,"4,880"
48,GER,Jones Ralfy Jansen,2021-11-09,"4,880"
50,GER,Jones Ralfy Jansen,2021-11-09,"4,860"
51,IND,Dhruv Kapila,2021-11-09,"4,800"
52,BEL,Jona Van Nieuwkerke,2021-11-09,"4,700"
52,ENG,Max Flynn,2021-11-09,"4,700"
54,ISR,Misha Zilberman,2021-11-09,"4,670"
55,NED,Ties Van Der Lecq,2021-11-09,"4,420"
56,IND,Dhruv Kapila,2021-11-09,"3,850"
56,INA,Ghana Muhammad Al Ilham,2021-11-09,"3,850"
56,INA,Dejan Ferdinansyah,2021-11-09,"3,850"
56,FRA,William Villeger,2021-11-09,"3,850"
60,INA,Akbar Bintang Cahyono,2021-11-09,"3,780"
61,ENG,Gregory Mairs,2021-11-09,"3,000"
61,EGY,Adham Hatem Elgamal,2021-11-09,"3,000"
61,JPN,Takuro Hoki,2021-11-09,"3,000"
61,CHN,He Ji Ting,2021-11-09,"3,000"
65,GER,Marvin Datko,2021-11-09,"2,960"
65,GER,Johannes Pistorius,2021-11-09,"2,960"
67,FRA,Fabien Delrue,2021-11-09,"2,750"
67,ESP,Jaume Perez,2021-11-09,"2,750"
67,RUS,Rodion Kargaev,2021-11-09,"2,750"
67,INA,Muhammad Yusuf Maulana,2021-11-09,"2,750"
71,RUS,Evgenij Dremin,2021-11-09,"2,660"
72,THA,Tanupat Viriyangkura,2021-11-09,"2,220"
72,NED,Ruben Jille,2021-11-09,"2,220"
72,IND,Reddy B. Sumeeth,2021-11-09,"2,220"
72,FRA,William Villeger,2021-11-09,"2,220"
76,AUT,Philip Birker,2021-11-09,"2,110"
76,MAS,Wong Tien Ci,2021-11-09,"2,110"
78,DEN,Emil Lauritzen,2021-11-09,"1,670"
78,IRL,Joshua Magee,2021-11-09,"1,670"
78,ESP,Jose Molares,2021-11-09,"1,670"
78,FRA,Kenji Lovang,2021-11-09,"1,670"
78,FRA,Samy Corvee,2021-11-09,"1,670"
78,SCO,Christopher Grimley,2021-11-09,"1,670"
78,CAN,Joshua Hurlburt-Yu,2021-11-09,"1,670"
78,SCO,Matthew Grimley,2021-11-09,"1,670"
78,ENG,Steven Stallwood,2021-11-09,"1,670"
87,DEN,Kristian Kræmer,2021-11-09,"1,290"
87,DOM,Cesar Adonis Brito Gonzalez,2021-11-09,"1,290"
87,AUT,Dominik Stipsits,2021-11-09,"1,290"
87,BUL,Iliyan Stoynov,2021-11-09,"1,290"
87,DEN,Andreas Søndergaard,2021-11-09,"1,290"
87,DEN,Jesper Toft,2021-11-09,"1,290"
1,FRA,Thom Gicquel,2021-03-09,"7,000"
2,DEN,Mathias Christiansen,2021-03-09,"5,950"
3,MAS,Tan Kian Meng,2021-03-09,"4,900"
3,ENG,Marcus Ellis,2021-03-09,"4,900"
5,MAS,Chan Peng Soon,2021-03-09,"3,850"
5,MAS,Goh Soon Huat,2021-03-09,"3,850"
5,IND,Satwiksairaj Rankireddy,2021-03-09,"3,850"
5,GER,Mark Lamsfuss,2021-03-09,"3,850"
9,DEN,Rasmus Espersen,2021-03-09,"2,750"
9,DEN,Mikkel Mikkelsen,2021-03-09,"2,750"
9,DEN,Jeppe Bay,2021-03-09,"2,750"
9,FRA,Ronan Labar,2021-03-09,"2,750"
9,INA,Rinov Rivaldy,2021-03-09,"2,750"
9,RUS,Rodion Alimov,2021-03-09,"2,750"
9,IRL,Sam Magee,2021-03-09,"2,750"
9,GER,Jones Ralfy Jansen,2021-03-09,"2,750"
17,ENG,Callum Hemming,2021-03-09,"1,670"
17,ENG,Max Flynn,2021-03-09,"1,670"
17,THA,Nipitphon Phuangphuapet,2021-03-09,"1,670"
17,NZL,Oliver Leydon-Davis,2021-03-09,"1,670"
17,DEN,Niclas Nohr,2021-03-09,"1,670"
17,NED,Ties Van Der Lecq,2021-03-09,"1,670"
17,FRA,Eloi Adam,2021-03-09,"1,670"
17,CAN,Joshua Hurlburt-Yu,2021-03-09,"1,670"
17,INA,Adnan Maulana,2021-03-09,"1,670"
17,NED,Robin Tabeling,2021-03-09,"1,670"
17,SCO,Adam Hall,2021-03-09,"1,670"
17,MAS,Hoo Pang Ron,2021-03-09,"1,670"
17,IND,Pranaav Jerry Chopra,2021-03-09,"1,670"
17,INA,Hafiz Faizal,2021-03-09,"1,670"
17,MAS,Chen Tang Jie,2021-03-09,"1,670"
1,ENG,Marcus Ellis,2021-01-26,"46,100"
2,GER,Mark Lamsfuss,2021-01-26,"42,040"
3,THA,Dechapol Puavaranukroh,2021-01-26,"41,400"
4,FRA,Thom Gicquel,2021-01-26,"38,870"
5,INA,Praveen Jordan,2021-01-26,"32,460"
6,KOR,Seo Seung Jae,2021-01-26,"31,440"
7,INA,Hafiz Faizal,2021-01-26,"30,790"
8,MAS,Goh Soon Huat,2021-01-26,"29,990"
9,DEN,Mathias Christiansen,2021-01-26,"29,190"
10,MAS,Tan Kian Meng,2021-01-26,"28,890"
11,HKG,Tang Chun Man,2021-01-26,"28,620"
12,RUS,Rodion Alimov,2021-01-26,"28,240"
13,MAS,Chan Peng Soon,2021-01-26,"27,660"
14,CHN,Zheng Si Wei,2021-01-26,"23,200"
15,KOR,Ko Sung Hyun,2021-01-26,"23,040"
16,NED,Robin Tabeling,2021-01-26,"22,780"
17,CHN,Wang Yi Lyu,2021-01-26,"22,200"
18,ENG,Chris Adcock,2021-01-26,"21,280"
19,THA,Supak Jomkoh,2021-01-26,"19,760"
20,IRL,Sam Magee,2021-01-26,"19,580"
21,INA,Rinov Rivaldy,2021-01-26,"16,910"
22,INA,Adnan Maulana,2021-01-26,"16,870"
23,HKG,Chang Tak Ching,2021-01-26,"16,240"
24,TPE,Lee Jhe-Huei,2021-01-26,"16,140"
25,FRA,Ronan Labar,2021-01-26,"16,080"
26,MAS,Hoo Pang Ron,2021-01-26,"15,290"
27,CAN,Joshua Hurlburt-Yu,2021-01-26,"15,240"
28,IND,Satwiksairaj Rankireddy,2021-01-26,"13,200"
29,TPE,Yang Po-Hsuan,2021-01-26,"13,130"
30,IND,Pranaav Jerry Chopra,2021-01-26,"12,940"
31,GER,Jones Ralfy Jansen,2021-01-26,"11,410"
32,TPE,Wang Chi-Lin,2021-01-26,"10,780"
33,DEN,Mathias Bay-Smidt,2021-01-26,"10,450"
34,FRA,Eloi Adam,2021-01-26,"10,320"
34,DEN,Niclas Nohr,2021-01-26,"10,320"
34,DEN,Mikkel Mikkelsen,2021-01-26,"10,320"
37,TPE,Lee Yang,2021-01-26,"10,310"
38,JPN,Takuro Hoki,2021-01-26,"10,260"
39,KOR,Choi Sol Gyu,2021-01-26,"8,330"
40,ENG,Gregory Mairs,2021-01-26,"7,720"
41,FRA,Julien Maio,2021-01-26,"7,700"
42,KOR,Kim Sa Rang,2021-01-26,"7,000"
43,HKG,Yeung Ming Nok,2021-01-26,"6,600"
44,CHN,He Ji Ting,2021-01-26,"6,110"
45,DEN,Niclas Nohr,2021-01-26,"6,070"
46,DEN,Jeppe Bay,2021-01-26,"6,050"
47,NZL,Oliver Leydon-Davis,2021-01-26,"6,000"
47,IND,Reddy B. Sumeeth,2021-01-26,"6,000"
47,GER,Daniel Hess,2021-01-26,"6,000"
47,THA,Nipitphon Phuangphuapet,2021-01-26,"6,000"
51,INA,Ricky Karandasuwardi,2021-01-26,"5,820"
52,DEN,Mathias Thyrri,2021-01-26,"5,410"
53,INA,Alfian Eko Prasetya,2021-01-26,"5,140"
54,JPN,Yuta Watanabe,2021-01-26,"4,800"
55,NED,Ruben Jille,2021-01-26,"4,320"
55,FRA,William Villeger,2021-01-26,"4,320"
55,SCO,Adam Hall,2021-01-26,"4,320"
55,NED,Ties Van Der Lecq,2021-01-26,"4,320"
55,SCO,Alexander Dunn,2021-01-26,"4,320"
60,GER,Marvin Seidel,2021-01-26,"3,850"
60,KOR,Kim Won Ho,2021-01-26,"3,850"
60,RUS,Vladimir Ivanov,2021-01-26,"3,850"
63,MAS,Man Wei Chong,2021-01-26,"3,600"
63,INA,Tontowi Ahmad,2021-01-26,"3,600"
65,RUS,Evgenij Dremin,2021-01-26,"3,340"
66,CHN,Guo Xin Wa,2021-01-26,"3,000"
66,EGY,Adham Hatem Elgamal,2021-01-26,"3,000"
66,THA,Wongsathorn Thongkham,2021-01-26,"3,000"
69,IND,Raju Mohamed Rehan,2021-01-26,"2,750"
69,IND,Dhruv Kapila,2021-01-26,"2,750"
69,ENG,Tom Wolfenden,2021-01-26,"2,750"
69,CHN,Ren Xiang Yu,2021-01-26,"2,750"
69,JPN,Kyohei Yamashita,2021-01-26,"2,750"
69,INA,Dejan Ferdinansyah,2021-01-26,"2,750"
69,THA,Kunlavut Vitidsarn,2021-01-26,"2,750"
69,IND,Sai Pratheek.K,2021-01-26,"2,750"
69,IND,Saurabh Sharma,2021-01-26,"2,750"
69,CHN,Feng Yan Zhe,2021-01-26,"2,750"
69,ENG,Callum Hemming,2021-01-26,"2,750"
80,GER,Patrick Volkmann,2021-01-26,"2,660"
80,FRA,Fabien Delrue,2021-01-26,"2,660"
80,DEN,Emil Lauritzen,2021-01-26,"2,660"
80,DEN,Kristian Kræmer,2021-01-26,"2,660"
80,GER,Marvin Datko,2021-01-26,"2,660"
80,EST,Mihkel Laanes,2021-01-26,"2,660"
80,SCO,Christopher Grimley,2021-01-26,"2,660"
80,GER,Bjarne Geiss,2021-01-26,"2,660"
80,GER,Johannes Pistorius,2021-01-26,"2,660"
89,IND,Venkat Gaurav Prasad,2021-01-26,"2,330"
90,MAS,Low Hang Yee,2021-01-26,"2,220"
91,HKG,Ho Wai Lun,2021-01-26,"1,670"
91,USA,Mathew Fogarty,2021-01-26,"1,670"
91,THA,Nipitphon Phuangphuapet,2021-01-26,"1,670"
91,IND,M.R. Arjun,2021-01-26,"1,670"
91,IND,Utkarsh Arora,2021-01-26,"1,670"
91,AUS,Simon Wing Hang Leung,2021-01-26,"1,670"
91,IND,Krishna Prasad Garaga,2021-01-26,"1,670"
91,GER,Bjarne Geiss,2021-01-26,"1,670"
91,HKG,Law Cheuk Him,2021-01-26,"1,670"
91,IND,Gaurav Deswal,2021-01-26,"1,670"
1,ENG,Marcus Ellis,2021-01-19,"41,300"
2,GER,Mark Lamsfuss,2021-01-19,"37,240"
3,FRA,Thom Gicquel,2021-01-19,"34,070"
4,INA,Praveen Jordan,2021-01-19,"29,460"
5,THA,Dechapol Puavaranukroh,2021-01-19,"29,400"
6,DEN,Mathias Christiansen,2021-01-19,"26,190"
7,MAS,Tan Kian Meng,2021-01-19,"25,890"
8,MAS,Goh Soon Huat,2021-01-19,"25,190"
9,INA,Hafiz Faizal,2021-01-19,"24,190"
10,HKG,Tang Chun Man,2021-01-19,"23,820"
11,RUS,Rodion Alimov,2021-01-19,"23,440"
12,CHN,Zheng Si Wei,2021-01-19,"23,200"
13,CHN,Wang Yi Lyu,2021-01-19,"22,200"
14,ENG,Chris Adcock,2021-01-19,"21,280"
15,KOR,Seo Seung Jae,2021-01-19,"21,240"
16,MAS,Chan Peng Soon,2021-01-19,"21,060"
17,NED,Robin Tabeling,2021-01-19,"19,780"
18,IRL,Sam Magee,2021-01-19,"19,580"
19,KOR,Ko Sung Hyun,2021-01-19,"16,440"
20,TPE,Lee Jhe-Huei,2021-01-19,"16,140"
21,INA,Rinov Rivaldy,2021-01-19,"13,910"
22,HKG,Chang Tak Ching,2021-01-19,"13,240"
23,THA,Supak Jomkoh,2021-01-19,"13,160"
24,TPE,Yang Po-Hsuan,2021-01-19,"13,130"
25,FRA,Ronan Labar,2021-01-19,"13,080"
26,IND,Pranaav Jerry Chopra,2021-01-19,"12,940"
27,INA,Adnan Maulana,2021-01-19,"12,070"
28,TPE,Wang Chi-Lin,2021-01-19,"10,780"
29,DEN,Mathias Bay-Smidt,2021-01-19,"10,450"
30,CAN,Joshua Hurlburt-Yu,2021-01-19,"10,440"
31,TPE,Lee Yang,2021-01-19,"10,310"
32,JPN,Takuro Hoki,2021-01-19,"10,260"
33,GER,Jones Ralfy Jansen,2021-01-19,"8,410"
34,KOR,Choi Sol Gyu,2021-01-19,"8,330"
35,ENG,Gregory Mairs,2021-01-19,"7,720"
36,FRA,Julien Maio,2021-01-19,"7,700"
37,FRA,Eloi Adam,2021-01-19,"7,320"
37,DEN,Niclas Nohr,2021-01-19,"7,320"
37,DEN,Mikkel Mikkelsen,2021-01-19,"7,320"
40,KOR,Kim Sa Rang,2021-01-19,"7,000"
41,MAS,Hoo Pang Ron,2021-01-19,"6,890"
42,HKG,Yeung Ming Nok,2021-01-19,"6,600"
43,CHN,He Ji Ting,2021-01-19,"6,110"
44,DEN,Niclas Nohr,2021-01-19,"6,070"
45,DEN,Jeppe Bay,2021-01-19,"6,050"
46,INA,Ricky Karandasuwardi,2021-01-19,"5,820"
47,DEN,Mathias Thyrri,2021-01-19,"5,410"
48,INA,Alfian Eko Prasetya,2021-01-19,"5,140"
49,JPN,Yuta Watanabe,2021-01-19,"4,800"
49,IND,Satwiksairaj Rankireddy,2021-01-19,"4,800"
51,NED,Ruben Jille,2021-01-19,"4,320"
51,FRA,William Villeger,2021-01-19,"4,320"
51,SCO,Adam Hall,2021-01-19,"4,320"
51,NED,Ties Van Der Lecq,2021-01-19,"4,320"
51,SCO,Alexander Dunn,2021-01-19,"4,320"
56,GER,Marvin Seidel,2021-01-19,"3,850"
56,KOR,Kim Won Ho,2021-01-19,"3,850"
56,RUS,Vladimir Ivanov,2021-01-19,"3,850"
59,MAS,Man Wei Chong,2021-01-19,"3,600"
59,INA,Tontowi Ahmad,2021-01-19,"3,600"
61,RUS,Evgenij Dremin,2021-01-19,"3,340"
62,CHN,Guo Xin Wa,2021-01-19,"3,000"
62,EGY,Adham Hatem Elgamal,2021-01-19,"3,000"
62,NZL,Oliver Leydon-Davis,2021-01-19,"3,000"
62,IND,Reddy B. Sumeeth,2021-01-19,"3,000"
62,GER,Daniel Hess,2021-01-19,"3,000"
62,THA,Nipitphon Phuangphuapet,2021-01-19,"3,000"
68,IND,Raju Mohamed Rehan,2021-01-19,"2,750"
68,IND,Dhruv Kapila,2021-01-19,"2,750"
68,ENG,Tom Wolfenden,2021-01-19,"2,750"
68,CHN,Ren Xiang Yu,2021-01-19,"2,750"
68,JPN,Kyohei Yamashita,2021-01-19,"2,750"
68,INA,Dejan Ferdinansyah,2021-01-19,"2,750"
68,THA,Kunlavut Vitidsarn,2021-01-19,"2,750"
68,IND,Sai Pratheek.K,2021-01-19,"2,750"
68,IND,Saurabh Sharma,2021-01-19,"2,750"
68,CHN,Feng Yan Zhe,2021-01-19,"2,750"
68,ENG,Callum Hemming,2021-01-19,"2,750"
79,GER,Patrick Volkmann,2021-01-19,"2,660"
79,FRA,Fabien Delrue,2021-01-19,"2,660"
79,DEN,Emil Lauritzen,2021-01-19,"2,660"
79,DEN,Kristian Kræmer,2021-01-19,"2,660"
79,GER,Marvin Datko,2021-01-19,"2,660"
79,EST,Mihkel Laanes,2021-01-19,"2,660"
79,SCO,Christopher Grimley,2021-01-19,"2,660"
79,GER,Bjarne Geiss,2021-01-19,"2,660"
79,GER,Johannes Pistorius,2021-01-19,"2,660"
88,IND,Venkat Gaurav Prasad,2021-01-19,"2,330"
89,MAS,Low Hang Yee,2021-01-19,"2,220"
90,HKG,Ho Wai Lun,2021-01-19,"1,670"
90,USA,Mathew Fogarty,2021-01-19,"1,670"
90,THA,Nipitphon Phuangphuapet,2021-01-19,"1,670"
90,IND,M.R. Arjun,2021-01-19,"1,670"
90,IND,Utkarsh Arora,2021-01-19,"1,670"
90,AUS,Simon Wing Hang Leung,2021-01-19,"1,670"
90,IND,Krishna Prasad Garaga,2021-01-19,"1,670"
90,GER,Bjarne Geiss,2021-01-19,"1,670"
90,HKG,Law Cheuk Him,2021-01-19,"1,670"
90,IND,Gaurav Deswal,2021-01-19,"1,670"
90,IND,Reddy B. Sumeeth,2021-01-19,"1,670"
1,ENG,Marcus Ellis,2020-10-20,"36,500"
2,GER,Mark Lamsfuss,2020-10-20,"30,640"
3,FRA,Thom Gicquel,2020-10-20,"25,670"
4,CHN,Zheng Si Wei,2020-10-20,"23,200"
5,CHN,Wang Yi Lyu,2020-10-20,"22,200"
6,ENG,Chris Adcock,2020-10-20,"21,280"
7,INA,Hafiz Faizal,2020-10-20,"21,190"
8,MAS,Tan Kian Meng,2020-10-20,"21,090"
9,RUS,Rodion Alimov,2020-10-20,"20,440"
10,MAS,Goh Soon Huat,2020-10-20,"20,390"
11,DEN,Mathias Christiansen,2020-10-20,"19,590"
12,IRL,Sam Magee,2020-10-20,"19,580"
13,INA,Praveen Jordan,2020-10-20,"19,260"
14,HKG,Tang Chun Man,2020-10-20,"19,020"
15,THA,Dechapol Puavaranukroh,2020-10-20,"17,400"
16,TPE,Lee Jhe-Huei,2020-10-20,"16,140"
17,NED,Robin Tabeling,2020-10-20,"14,980"
18,MAS,Chan Peng Soon,2020-10-20,"14,460"
19,TPE,Yang Po-Hsuan,2020-10-20,"13,130"
20,IND,Pranaav Jerry Chopra,2020-10-20,"12,940"
21,KOR,Seo Seung Jae,2020-10-20,"12,840"
22,KOR,Ko Sung Hyun,2020-10-20,"11,640"
23,INA,Rinov Rivaldy,2020-10-20,"10,910"
24,TPE,Wang Chi-Lin,2020-10-20,"10,780"
25,DEN,Mathias Bay-Smidt,2020-10-20,"10,450"
26,TPE,Lee Yang,2020-10-20,"10,310"
27,JPN,Takuro Hoki,2020-10-20,"10,260"
28,FRA,Ronan Labar,2020-10-20,"10,080"
29,INA,Adnan Maulana,2020-10-20,"9,070"
30,THA,Supak Jomkoh,2020-10-20,"8,360"
31,KOR,Choi Sol Gyu,2020-10-20,"8,330"
32,ENG,Gregory Mairs,2020-10-20,"7,720"
33,FRA,Julien Maio,2020-10-20,"7,700"
34,CAN,Joshua Hurlburt-Yu,2020-10-20,"7,440"
35,KOR,Kim Sa Rang,2020-10-20,"7,000"
36,HKG,Chang Tak Ching,2020-10-20,"6,640"
37,HKG,Yeung Ming Nok,2020-10-20,"6,600"
38,CHN,He Ji Ting,2020-10-20,"6,110"
39,DEN,Niclas Nohr,2020-10-20,"6,070"
40,DEN,Jeppe Bay,2020-10-20,"6,050"
41,INA,Ricky Karandasuwardi,2020-10-20,"5,820"
42,GER,Jones Ralfy Jansen,2020-10-20,"5,410"
42,DEN,Mathias Thyrri,2020-10-20,"5,410"
44,INA,Alfian Eko Prasetya,2020-10-20,"5,140"
45,JPN,Yuta Watanabe,2020-10-20,"4,800"
46,NED,Ruben Jille,2020-10-20,"4,320"
46,FRA,William Villeger,2020-10-20,"4,320"
46,SCO,Adam Hall,2020-10-20,"4,320"
46,FRA,Eloi Adam,2020-10-20,"4,320"
46,NED,Ties Van Der Lecq,2020-10-20,"4,320"
46,DEN,Niclas Nohr,2020-10-20,"4,320"
46,DEN,Mikkel Mikkelsen,2020-10-20,"4,320"
46,SCO,Alexander Dunn,2020-10-20,"4,320"
54,MAS,Hoo Pang Ron,2020-10-20,"3,890"
55,GER,Marvin Seidel,2020-10-20,"3,850"
55,KOR,Kim Won Ho,2020-10-20,"3,850"
55,RUS,Vladimir Ivanov,2020-10-20,"3,850"
58,MAS,Man Wei Chong,2020-10-20,"3,600"
58,INA,Tontowi Ahmad,2020-10-20,"3,600"
60,RUS,Evgenij Dremin,2020-10-20,"3,340"
61,CHN,Guo Xin Wa,2020-10-20,"3,000"
61,EGY,Adham Hatem Elgamal,2020-10-20,"3,000"
63,IND,Raju Mohamed Rehan,2020-10-20,"2,750"
63,IND,Dhruv Kapila,2020-10-20,"2,750"
63,ENG,Tom Wolfenden,2020-10-20,"2,750"
63,CHN,Ren Xiang Yu,2020-10-20,"2,750"
63,JPN,Kyohei Yamashita,2020-10-20,"2,750"
63,INA,Dejan Ferdinansyah,2020-10-20,"2,750"
63,THA,Kunlavut Vitidsarn,2020-10-20,"2,750"
63,IND,Sai Pratheek.K,2020-10-20,"2,750"
63,IND,Saurabh Sharma,2020-10-20,"2,750"
63,CHN,Feng Yan Zhe,2020-10-20,"2,750"
63,ENG,Callum Hemming,2020-10-20,"2,750"
74,GER,Patrick Volkmann,2020-10-20,"2,660"
74,FRA,Fabien Delrue,2020-10-20,"2,660"
74,DEN,Emil Lauritzen,2020-10-20,"2,660"
74,DEN,Kristian Kræmer,2020-10-20,"2,660"
74,GER,Marvin Datko,2020-10-20,"2,660"
74,EST,Mihkel Laanes,2020-10-20,"2,660"
74,SCO,Christopher Grimley,2020-10-20,"2,660"
74,GER,Bjarne Geiss,2020-10-20,"2,660"
74,GER,Johannes Pistorius,2020-10-20,"2,660"
83,IND,Venkat Gaurav Prasad,2020-10-20,"2,330"
84,MAS,Low Hang Yee,2020-10-20,"2,220"
85,HKG,Ho Wai Lun,2020-10-20,"1,670"
85,USA,Mathew Fogarty,2020-10-20,"1,670"
85,THA,Nipitphon Phuangphuapet,2020-10-20,"1,670"
85,IND,M.R. Arjun,2020-10-20,"1,670"
85,IND,Utkarsh Arora,2020-10-20,"1,670"
85,AUS,Simon Wing Hang Leung,2020-10-20,"1,670"
85,IND,Krishna Prasad Garaga,2020-10-20,"1,670"
85,GER,Bjarne Geiss,2020-10-20,"1,670"
85,HKG,Law Cheuk Him,2020-10-20,"1,670"
85,IND,Gaurav Deswal,2020-10-20,"1,670"
85,IND,Reddy B. Sumeeth,2020-10-20,"1,670"
85,IND,Vinay Kumar Singh,2020-10-20,"1,670"
85,IND,Tushar Sharma,2020-10-20,"1,670"
85,IND,Arun George,2020-10-20,"1,670"
85,IND,Anubhav Saxena,2020-10-20,"1,670"
85,IND,Kashish Sharma,2020-10-20,"1,670"
1,ENG,Marcus Ellis,2020-03-17,"28,800"
2,FRA,Thom Gicquel,2020-03-17,"25,670"
3,CHN,Zheng Si Wei,2020-03-17,"23,200"
4,CHN,Wang Yi Lyu,2020-03-17,"22,200"
5,INA,Hafiz Faizal,2020-03-17,"21,190"
6,MAS,Tan Kian Meng,2020-03-17,"21,090"
7,MAS,Goh Soon Huat,2020-03-17,"20,390"
8,GER,Mark Lamsfuss,2020-03-17,"19,640"
9,INA,Praveen Jordan,2020-03-17,"19,260"
10,HKG,Tang Chun Man,2020-03-17,"19,020"
11,RUS,Rodion Alimov,2020-03-17,"17,780"
12,THA,Dechapol Puavaranukroh,2020-03-17,"17,400"
13,TPE,Lee Jhe-Huei,2020-03-17,"16,140"
14,NED,Robin Tabeling,2020-03-17,"14,980"
15,MAS,Chan Peng Soon,2020-03-17,"14,460"
16,DEN,Mathias Christiansen,2020-03-17,"13,540"
17,IRL,Sam Magee,2020-03-17,"13,530"
18,TPE,Yang Po-Hsuan,2020-03-17,"13,130"
19,IND,Pranaav Jerry Chopra,2020-03-17,"12,940"
20,KOR,Seo Seung Jae,2020-03-17,"12,840"
21,ENG,Chris Adcock,2020-03-17,"11,930"
22,KOR,Ko Sung Hyun,2020-03-17,"11,640"
23,INA,Rinov Rivaldy,2020-03-17,"10,910"
24,TPE,Wang Chi-Lin,2020-03-17,"10,780"
25,DEN,Mathias Bay-Smidt,2020-03-17,"10,450"
26,TPE,Lee Yang,2020-03-17,"10,310"
27,JPN,Takuro Hoki,2020-03-17,"10,260"
28,INA,Adnan Maulana,2020-03-17,"9,070"
29,THA,Supak Jomkoh,2020-03-17,"8,360"
30,KOR,Choi Sol Gyu,2020-03-17,"8,330"
31,CAN,Joshua Hurlburt-Yu,2020-03-17,"7,440"
32,FRA,Ronan Labar,2020-03-17,"7,420"
33,KOR,Kim Sa Rang,2020-03-17,"7,000"
34,HKG,Chang Tak Ching,2020-03-17,"6,640"
35,HKG,Yeung Ming Nok,2020-03-17,"6,600"
36,CHN,He Ji Ting,2020-03-17,"6,110"
37,DEN,Niclas Nohr,2020-03-17,"6,070"
38,INA,Ricky Karandasuwardi,2020-03-17,"5,820"
39,INA,Alfian Eko Prasetya,2020-03-17,"5,140"
40,JPN,Yuta Watanabe,2020-03-17,"4,800"
41,MAS,Hoo Pang Ron,2020-03-17,"3,890"
42,GER,Marvin Seidel,2020-03-17,"3,850"
42,KOR,Kim Won Ho,2020-03-17,"3,850"
42,RUS,Vladimir Ivanov,2020-03-17,"3,850"
45,INA,Tontowi Ahmad,2020-03-17,"3,600"
45,MAS,Man Wei Chong,2020-03-17,"3,600"
